Date,Open,High,Low,Close,Adj Close,Volume
3/14/2024,180.16,182.04,178.66,181.2,176.48,"6,999,400"
3/13/2024,182.5,182.51,179.42,179.86,175.17,"5,987,900"
3/12/2024,179.72,182.89,179.69,180.92,176.21,"5,391,100"
3/11/2024,178.41,181.26,178.24,179.63,174.95,"5,134,800"
3/8/2024,179.74,182.14,178.68,178.85,174.19,"6,195,600"
3/7/2024,182.19,182.42,179.54,180.57,175.87,"6,125,200"
3/6/2024,178.4,182.16,178.1,181.06,176.34,"6,047,100"
3/5/2024,177.79,179.59,177.79,179.16,174.49,"5,309,800"
3/4/2024,178.35,179.98,176.28,177.05,172.44,"4,723,600"
3/1/2024,176.05,179.19,175.75,178.91,174.25,"4,028,700"
2/29/2024,177.87,178.02,175.39,176.05,171.46,"7,485,700"
2/28/2024,179.85,179.89,176.89,178,173.36,"4,331,300"
2/27/2024,178.77,179.53,176.98,178.99,174.33,"3,888,500"
2/26/2024,178.84,179.79,178,178.81,174.15,"4,327,400"
2/23/2024,177.26,178.91,177.01,178.09,173.45,"3,941,800"
2/22/2024,174.78,177.34,173.14,176.75,172.15,"4,852,300"
2/21/2024,176.29,176.63,173.5,175.14,170.58,"3,819,100"
2/20/2024,175.83,178.68,175.52,175.75,171.17,"5,484,100"
2/16/2024,176.89,178.92,176.07,177.49,172.87,"6,689,400"
2/15/2024,174.02,176.74,173.81,176.59,171.99,"5,276,200"
2/14/2024,173.06,174.86,172.68,174.42,169.88,"4,348,500"
2/13/2024,174.46,175.2,171.97,173.29,168.78,"5,480,400"
2/12/2024,173.54,174.76,172.23,173.07,168.56,"3,477,100"
2/9/2024,175.07,175.4,173.05,174.08,169.55,"3,502,700"
2/8/2024,174.35,175.91,174.3,174.79,170.24,"5,709,100"
2/7/2024,174.01,175.56,173.32,175.01,170.45,"6,409,100"
2/6/2024,171.65,173.96,169.77,173.29,168.78,"7,037,400"
2/5/2024,169.84,173.13,168.45,171.26,166.8,"6,486,700"
2/2/2024,169.42,172.85,165.23,168.67,164.28,"7,870,400"
2/1/2024,163.7,167.68,162.67,167.59,163.22,"5,584,400"
1/31/2024,165.75,165.86,163.95,164.4,160.12,"4,993,900"
1/30/2024,164.22,164.98,163.26,164.92,160.62,"3,819,600"
1/29/2024,165.85,166.76,163.68,163.91,159.64,"4,704,100"
1/26/2024,165.27,165.86,163.5,164.4,160.12,"4,654,300"
1/25/2024,164,165.21,163.2,165.13,160.83,"4,465,800"
1/24/2024,167.77,167.95,164.06,164.22,159.94,"5,422,200"
1/23/2024,164.45,167.53,164.06,167.5,163.14,"5,784,700"
1/22/2024,164.44,165.45,163.76,165.39,161.08,"4,864,000"
1/19/2024,163.91,164.87,162.6,164.77,160.48,"5,863,000"
1/18/2024,161.16,163.66,161,163.3,159.05,"5,074,300"
1/17/2024,161.75,162.95,161.52,162.04,157.82,"4,423,100"
1/16/2024,161.98,162.3,161.02,161.48,157.27,"4,747,700"
1/12/2024,1.55 Dividend,,,,,
1/12/2024,162.75,163.3,162.18,162.4,158.17,"4,971,100"
1/11/2024,164.25,165.12,163.09,163.78,158,"4,591,500"
1/10/2024,162.27,165.08,161.88,164.89,159.07,"6,609,900"
1/9/2024,161.43,163.47,160.84,162.31,156.59,"4,454,000"
1/8/2024,162.18,162.77,159.78,161.43,155.74,"6,001,600"
1/5/2024,161.33,163.03,160.61,162.14,156.42,"5,607,600"
1/4/2024,160.31,162.29,159.43,161.46,155.77,"8,332,200"
1/3/2024,160.59,161.75,159.84,160.46,154.8,"5,301,400"
1/2/2024,154.9,160.14,154.77,159.82,154.18,"8,059,900"
12/29/2023,154.54,155.21,154.41,154.97,149.5,"3,711,400"
12/28/2023,155.25,155.63,154.54,154.75,149.29,"2,601,200"
12/27/2023,154.05,154.97,153.72,154.88,149.42,"3,747,400"
12/26/2023,154.25,155.28,154.13,154.62,149.17,"2,073,400"
