Date,Open,High,Low,Close,Adj Close,Volume
3/1/2024,161.83,162.57,161.09,162.12,159.61,"5,668,000"
2/29/2024,162,162.19,160.94,161.38,158.88,"9,849,100"
2/28/2024,161,161.61,160.29,161.55,159.05,"6,071,100"
2/27/2024,160.34,161.04,159.64,160.98,158.49,"5,078,600"
2/26/2024,161.8,162.01,160.57,160.79,158.3,"5,465,400"
2/23/2024,160.88,162.25,160.16,161.84,159.33,"6,726,000"
2/22/2024,158.98,160.74,157.77,160.45,157.96,"8,065,000"
2/21/2024,158.02,158.69,157.13,158.68,156.22,"7,473,300"
2/20/2024,156.56,158.61,156.44,157.86,155.41,"9,501,700"
2/16/2024,1.19 Dividend,,,,,
2/16/2024,156.6,157.26,155.67,156.55,154.12,"8,540,700"
2/15/2024,155.98,158.48,155.89,157.92,154.3,"7,462,500"
2/14/2024,156.35,156.46,154.84,155.74,152.17,"9,098,800"
2/13/2024,157.64,158.45,155.75,156.47,152.89,"8,621,000"
2/12/2024,156.58,158.41,156.35,157.85,154.23,"6,701,500"
2/9/2024,156.27,157.2,155.67,156.76,153.17,"6,529,200"
2/8/2024,157.34,157.34,155.31,156.4,152.82,"9,755,000"
2/7/2024,157.8,159.37,157.69,157.98,154.36,"8,690,300"
2/6/2024,155.83,158.73,155.6,158.06,154.44,"9,229,900"
2/5/2024,156.61,156.89,155.34,155.8,152.23,"9,121,600"
2/2/2024,157.97,158.31,155.94,156.61,153.02,"8,295,500"
2/1/2024,158.16,158.49,157.05,158.36,154.73,"8,012,000"
1/31/2024,160.4,160.62,158.67,158.9,155.26,"8,256,800"
1/30/2024,159.35,159.76,158.13,158.77,155.13,"7,200,500"
1/29/2024,159.01,160.07,158.96,159.36,155.71,"6,483,200"
1/26/2024,160.43,160.74,159.36,159.5,155.85,"5,591,900"
1/25/2024,159,159.62,158.47,159.56,155.9,"5,478,900"
1/24/2024,159.75,160.6,158.16,158.96,155.32,"7,247,900"
1/23/2024,159.66,160.51,156.91,159.81,156.15,"9,149,800"
1/22/2024,162,163.58,161.34,162.47,158.75,"6,824,200"
1/19/2024,161.15,161.92,160.28,161.68,157.98,"7,055,800"
1/18/2024,160,161.37,159.69,161.21,157.52,"5,368,500"
1/17/2024,160.25,161.3,159.87,160.43,156.75,"5,072,100"
1/16/2024,161.57,162.25,160.18,160.52,156.84,"6,923,200"
1/12/2024,161.84,162.47,161.69,162.39,158.67,"4,496,500"
1/11/2024,162.07,162.2,160.78,161.15,157.46,"4,946,000"
1/10/2024,161.82,162.62,161.2,161.87,158.16,"4,945,100"
1/9/2024,161.63,163.28,160.6,161.63,157.93,"6,357,000"
1/8/2024,161.1,161.66,159.61,161.53,157.83,"6,569,800"
1/5/2024,160.5,161.34,159.47,161.13,157.44,"5,602,500"
