Date,Open,High,Low,Close,Adj Close,Volume
11/14/2005,61.07,61.12,60.43,60.51,35.01,"8,901,900"
11/11/2005,61.25,61.39,60.92,60.92,35.25,"5,902,300"
11/10/2005,61.02,61.6,60.59,61.41,35.53,"6,115,400"
11/9/2005,60.92,61.4,60.59,61.02,35.31,"7,059,600"
11/8/2005,60.95,61.2,60.64,60.77,35.16,"7,394,800"
11/7/2005,60.5,61.58,60.2,61.43,35.54,"9,768,400"
11/4/2005,61.2,61.33,60,60.88,35.23,"15,227,200"
11/3/2005,61.3,61.55,60.96,61.2,35.41,"16,977,300"
11/2/2005,61.86,62.7,61.05,61.3,35.47,"15,350,500"
11/1/2005,62.48,62.74,61.8,61.9,35.82,"9,859,100"
10/31/2005,62.91,63,62.55,62.62,36.23,"9,769,300"
10/28/2005,62.05,62.99,61.73,62.95,36.42,"8,903,800"
10/27/2005,62.5,62.52,61.05,61.44,35.55,"14,097,200"
10/26/2005,63.2,63.58,62.58,62.81,36.34,"8,961,100"
10/25/2005,63.77,63.95,63.26,63.58,36.79,"7,066,600"
10/24/2005,64.2,64.5,63.45,64.1,37.09,"8,744,600"
10/21/2005,64.3,64.49,63.88,64.07,37.07,"13,887,900"
10/20/2005,64.4,64.59,63.9,64.17,37.13,"8,621,500"
10/19/2005,63.1,64.35,62.69,64.32,37.22,"13,733,400"
10/18/2005,63.61,64,62.66,62.97,36.43,"19,695,000"
10/17/2005,63.65,63.65,62.67,63,36.45,"9,214,800"
10/14/2005,64.03,64.04,63.43,63.7,36.86,"13,318,800"
10/13/2005,61.8,64.6,61.77,64.02,37.04,"19,778,100"
10/12/2005,61.43,62.1,61.15,61.8,35.76,"8,046,500"
10/11/2005,61.57,61.68,61.08,61.29,35.46,"7,801,000"
