Date,Open,High,Low,Close,Adj Close,Volume
4/18/2007,23.75,23.91,23.73,23.75,13.33,"159,600"
4/17/2007,23.08,23.1,22.98,23.08,12.96,"373,200"
4/16/2007,23.11,23.21,23.05,23.11,12.98,"90,400"
4/13/2007,23.14,23.16,22.96,23.14,12.99,"239,200"
4/12/2007,22.88,22.88,22.58,22.88,12.84,"498,800"
4/11/2007,22.84,22.86,22.7,22.84,12.82,"350,800"
4/10/2007,22.95,22.95,22.74,22.95,12.89,"329,600"
4/9/2007,22.65,22.81,22.58,22.65,12.72,"205,200"
4/5/2007,22.77,22.79,22.52,22.77,12.79,"210,000"
4/4/2007,22.41,22.51,22.3,22.41,12.58,"193,200"
4/3/2007,22.41,22.51,22.34,22.41,12.58,"156,800"
4/2/2007,22.11,22.33,22.1,22.11,12.42,"204,000"
3/30/2007,22.13,22.29,22.03,22.13,12.42,"1,017,600"
3/29/2007,22.24,22.3,22.09,22.24,12.49,"314,800"
3/28/2007,22.1,22.25,22.08,22.1,12.41,"260,800"
3/27/2007,22.42,22.54,22.38,22.42,12.59,"447,200"
3/26/2007,22.63,22.69,22.5,22.63,12.7,"2,124,400"
